work_orders,section_names,status,working_hours,priority
FA2302220105,M,1,2.0,784
FA2302220108,M,1,2.0,785
FA2302220109,M,1,4.0,786
FA2302220110,M,1,4.0,787
FA2302220111,M,1,3.0,788
FA2302220125,M,1,2.0,789
FA2302220126,M,1,2.0,790
FA2302220127,M,1,2.5,791
FA2302220147,M,1,4.0,792
FA2302220148,M,1,4.0,793
FA2302220154,M,1,3.5,794
FA2302220159,M,1,3.0,795
FA2302220160,M,1,3.5,796
FA2303010175,MC,1,3.0,797
FA2303010176,MC,1,7.0,798
FA2303010177,MC,1,7.0,799
FA2303010178,MC,1,6.0,800
FA2303010179,MC,1,3.0,801
FA2303010180,BD,1,9.0,802
FA2303010181,MC,1,7.0,803
FA2303010182,MC,1,4.0,804
FA2302200067,G,1,1.0,805
FA2302200068,G,1,1.0,806
FA2302200036,G,1,1.0,807
FA2302200037,G,1,1.0,808
FA2303080207,G,1,1.5,809
FA2303080208,G,1,1.5,810
FA2303080209,G,1,1.2,811
FA2303080210,G,1,2.0,812
FA2303080211,G,1,1.0,813
FA2303110029,G,1,2.0,814
FA2302200062,CNC,1,1.5,815
FA2302200066,CNC,1,1.5,816
FA2302200065,EP,1,1.0,817
FA2302160753,ES,1,3.5,818
FA2302170188,ES,1,3.5,819
FA2303020345,AW,1,1.0,820
FA2303020346,AW,1,0.5,821
FA2303020347,AW,1,0.5,822
FA2303020348,AW,1,0.5,823
FA2303020349,AW,1,0.5,824
FA2303020350,AW,1,0.5,825
FA2303020351,AW,1,0.6,826
FA2303020354,AW,1,0.5,827
FA2303020356,AW,1,0.5,828
FA2303110002,EM,1,4.0,829
FA2303110003,EM,1,5.0,830
FA2303110004,EM,1,5.0,831
FA2303110005,EM,1,5.0,832
FA2303110074,AW,1,0.4,833
FA2303110075,AW,1,0.8,834
FA2303110076,AW,1,0.8,835
FA2303110077,AW,1,0.8,836
FA2303110078,AW,1,0.8,837
FA2303110079,AW,1,0.4,838
FA2303110080,AW,1,0.4,839
FA2303110081,AW,1,0.8,840
FA2303110082,AW,1,0.8,841
FA2303110083,AW,1,0.8,842
FA2303120001,MC,1,36.0,843
FA2303120071,EPM,1,0.01,844
FA2302010010,BD,1,2.0,845
FA2303020357,AW,1,0.5,846
FA2303020358,AW,1,0.5,847
FA2303020362,G,1,2.0,848
FA2303020363,G,1,2.0,849
FA2303050083,M,1,4.5,850
FA2303050086,M,1,4.5,851
FA2303120003,WE,1,24.0,852
FA2302120013,G,1,5.0,853
FA2302120014,G,1,5.0,854
FA2302220165,GP,1,8.0,855
FA2302220308,G,1,3.5,856
FA2303110092,RM,1,0.3,857
FA2303120020,MC,1,5.0,858
FA2303120024,ES,1,3.5,859
FA2303120027,AW,1,0.6,860
FA2303120028,AW,1,0.3,861
FA2303120029,AW,1,0.2,862
FA2303120031,ES,1,2.5,863
FA2303120034,AW,1,0.6,864
FA2303120074,RM,1,0.5,865
FA2303120075,RM,1,0.5,866
FA2303130377,CNC,1,4.0,867
FA2303130411,AW,1,1.0,868
FA2303130428,RM,1,0.5,869
FA2303130477,ES,1,6.0,870
FA2303130479,AW,1,0.6,871
FA2303130480,AW,1,1.0,872
FA2303130481,AW,1,1.0,873
FA2303130482,AW,1,1.0,874
FA2303130483,GP,1,2.0,875
FA2302180286,GP,1,1.5,876
FA2302190035,M,1,3.0,877
FA2302190038,M,1,13.0,878
FA2302200070,ES,1,2.0,879
FA2302200071,ES,1,2.0,880
FA2302200072,ES,1,2.0,881
FA2303050087,M,1,4.0,882
FA2303050088,M,1,4.0,883
FA2303110093,M,1,2.0,884
FA2303110094,M,1,2.0,885
FA2303110095,M,1,4.0,886
FA2303120022,CNC,1,2.5,887
FA2303130378,M,1,1.5,888
FA2303130405,M,1,3.0,889
FA2303130423,M,1,1.5,890
FA2303130425,M,1,1.5,891
FA2302200131,G,1,1.0,892
FA2302200132,G,1,1.0,893
FA2303120023,CNC,1,2.3,894
FA2303120026,ES,1,1.5,895
FA2302180342,G,1,1.0,896
FA2302180343,G,1,1.0,897
FA2302180344,G,1,1.0,898
FA2302190201,M,1,5.0,899
FA2302190202,M,1,5.0,900
FA2302200102,G,1,1.0,901
FA2302200118,G,1,1.0,902
FA2302200119,G,1,1.0,903
FA2302200120,G,1,1.0,904
FA2302200133,G,1,1.0,905
FA2302220099,M,1,16.0,906
FA2302180284,CNC,1,12.0,907
FA2302180285,CNC,1,12.0,908
FA2302200117,CNC,1,1.5,909
FA2302200130,CNC,1,1.5,910
FA2302200116,EP,1,1.0,911
FA2302200129,EP,1,1.0,912
FA2302180339,ES,1,3.0,913
FA2302180341,ES,1,3.0,914
FA2303130382,AW,1,2.0,915
FA2303130383,CNC,1,2.0,916
FA2302070086,G,1,0.1,917
FA2302190127,M,1,5.0,918
FA2302220301,WE,1,7.5,919
FA2302080333,G,1,5.0,920
FA2302080334,G,1,6.0,921
FA2302120122,G,1,3.0,922
FA2302190117,M,1,2.5,923
FA2302190118,M,1,2.5,924
FA2302220097,M,1,2.0,925
FA2302220118,GP,1,6.0,926
FA2302220119,GP,1,5.0,927
FA2302220296,CNC,1,8.0,928
FA2302200456,CNC,1,16.0,929
FA2302220304,CNC,1,6.0,930
FA2303120050,RM,1,1.0,931
FA2303120052,RM,1,1.0,932
FA2303120076,RM,1,0.5,933
FA2303120077,RM,1,0.5,934
FA2303130013,M,1,3.0,935
FA2303130014,M,1,1.5,936
FA2303130015,M,1,1.5,937
FA2303130016,M,1,1.5,938
FA2303130017,M,1,3.0,939
FA2303130018,M,1,2.5,940
FA2303130020,M,1,2.0,941
FA2303130417,G,1,2.0,942
FA2303130418,ES,1,1.8,943
FA2303130426,ES,1,6.0,944
FA2303130429,AW,1,1.2,945
FA2303130430,CNC,1,8.0,946
FA2303130431,WE,1,1.8,947
FA2303130432,CNC,1,2.0,948
FA2303130434,AW,1,0.2,949
FA2303130435,AW,1,0.2,950
FA2303130436,AW,1,0.2,951
FA2303130437,AW,1,0.2,952
FA2303130438,G,1,1.8,953
FA2303130451,M,1,1.0,954
FA2303130453,AW,1,0.9,955
FA2303130454,AW,1,0.6,956
FA2302190083,M,1,5.0,957
FA2302190085,M,1,5.0,958
FA2302190108,M,1,14.0,959
FA2302190176,M,1,6.0,960
FA2302220146,M,1,6.0,961
FA2302220161,M,1,2.5,962
FA2302220291,M,1,2.5,963
FA2302220299,M,1,2.5,964
FA2302220321,M,1,4.0,965
FA2303120051,EP,1,1.0,966
FA2302200382,GP,1,2.0,967
FA2302200466,GP,1,2.0,968
FA2302220145,GP,1,4.0,969
FA2302220170,GP,1,2.5,970
FA2302220292,GP,1,2.0,971
FA2302220293,WE,1,5.5,972
FA2302220294,WE,1,2.0,973
FA2302220295,WE,1,2.0,974
FA2302220302,WE,1,5.5,975
FA2302220307,WE,1,4.5,976
FA2302220334,WE,1,3.0,977
FA2303120049,WE,1,1.5,978
FA2302120120,G,1,3.0,979
FA2302120123,G,1,1.5,980
FA2302120125,G,1,6.0,981
FA2302180452,G,1,1.0,982
FA2302180453,G,1,1.0,983
FA2302180454,G,1,1.0,984
FA2302190087,GP,1,3.0,985
FA2302190088,GP,1,3.0,986
FA2302220095,G,1,3.0,987
FA2302220098,G,1,3.0,988
FA2302220114,GP,1,3.0,989
FA2302220115,GP,1,3.0,990
FA2302220116,GP,1,3.0,991
FA2302220120,GP,1,3.0,992
FA2302220166,GP,1,4.0,993
FA2302220283,G,1,3.0,994
FA2302220284,G,1,3.0,995
FA2302220285,G,1,3.0,996
FA2302220286,G,1,3.0,997
FA2302220287,G,1,3.0,998
FA2302220288,G,1,3.0,999
FA2302220289,G,1,3.0,1000
FA2302220298,G,1,3.0,1001
FA2302220303,G,1,3.0,1002
FA2302220305,G,1,3.5,1003
FA2302220315,G,1,2.5,1004
FA2302220316,G,1,2.5,1005
FA2302220317,G,1,5.0,1006
FA2302220318,G,1,1.0,1007
FA2302220319,G,1,2.5,1008
FA2302220320,G,1,3.0,1009
FA2302220322,G,1,4.5,1010
FA2302220326,GP,1,5.0,1011
FA2302220332,GP,1,4.0,1012
FA2302180436,CNC,1,2.0,1013
FA2302180438,CNC,1,1.5,1014
FA2302190041,GP,1,4.0,1015
FA2302220100,G,1,8.0,1016
FA2302220155,GP,1,3.5,1017
FA2302220327,G,1,2.5,1018
FA2302220328,G,1,2.5,1019
FA2302220330,G,1,1.5,1020
FA2302220331,G,1,1.5,1021
FA2302190113,CNC,1,10.0,1022
FA2302190114,CNC,1,10.0,1023
FA2303050077,ES,1,6.0,1024
FA2212230157,ZL,1,0.1,1025
FA2302200372,ES,1,3.5,1026
FA2303100092,CNC,1,5.0,1027
FA2303100093,CNC,1,5.0,1028
FA2303100097,G,1,1.5,1029
FA2302190036,M,1,1.5,1030
FA2302190037,M,1,1.5,1031
FA2302190084,M,1,1.8,1032
FA2302190086,M,1,1.8,1033
FA2302190096,M,1,2.0,1034
FA2302190097,M,1,2.5,1035
FA2302190104,M,1,1.0,1036
FA2302190105,M,1,1.0,1037
FA2302190106,M,1,1.0,1038
FA2302190107,M,1,5.0,1039
FA2302190126,M,1,2.5,1040
FA2302190128,M,1,2.0,1041
FA2302190129,M,1,1.8,1042
FA2302190130,M,1,2.5,1043
FA2302190132,M,1,1.8,1044
FA2302190133,M,1,2.5,1045
FA2302190135,M,1,3.0,1046
FA2302190136,M,1,3.0,1047
FA2302190137,M,1,3.0,1048
FA2302190138,M,1,3.0,1049
FA2302190143,M,1,3.0,1050
FA2302190144,M,1,2.5,1051
FA2302190146,M,1,2.2,1052
FA2302190147,M,1,2.2,1053
FA2302190148,M,1,2.5,1054
FA2302190149,M,1,3.0,1055
FA2302190152,M,1,1.8,1056
FA2302190153,M,1,1.5,1057
FA2302190154,M,1,1.8,1058
FA2302190161,M,1,1.8,1059
FA2302190162,M,1,1.5,1060
FA2302190163,M,1,1.8,1061
FA2302190164,M,1,1.5,1062
FA2302190166,M,1,1.5,1063
FA2302190167,M,1,1.5,1064
FA2302190168,M,1,1.5,1065
FA2302190175,M,1,4.0,1066
FA2302190178,M,1,4.0,1067
FA2302190179,M,1,3.0,1068
FA2302190186,M,1,4.0,1069
FA2302220143,M,1,3.0,1070
FA2302220144,M,1,2.5,1071
FA2302220149,M,1,1.5,1072
FA2302220150,M,1,1.0,1073
FA2302220151,M,1,1.5,1074
FA2302220152,M,1,1.0,1075
FA2302220333,M,1,1.2,1076
FA2303050033,M,1,3.5,1077
FA2303050035,M,1,3.5,1078
FA2303050036,M,1,3.0,1079
FA2303050038,M,1,1.3,1080
FA2303050040,M,1,1.3,1081
FA2303050041,M,1,1.3,1082
FA2303100094,BD,1,1.5,1083
FA2302190095,G,1,2.5,1084
FA2302190101,WE,1,1.5,1085
FA2302190102,WE,1,2.0,1086
FA2302190103,WE,1,6.0,1087
FA2302190110,WE,1,2.5,1088
FA2302220113,G,1,1.5,1089
FA2302220140,GP,1,1.5,1090
FA2302220156,G,1,3.0,1091
FA2302220169,G,1,2.0,1092
FA2303100102,G,1,3.0,1093
FA2302190045,G,1,2.0,1094
FA2302190048,G,1,2.0,1095
FA2302190049,G,1,2.0,1096
FA2302190055,G,1,1.3,1097
FA2302190056,G,1,1.3,1098
FA2302190064,G,1,1.5,1099
FA2302190065,G,1,1.5,1100
FA2302190069,G,1,1.3,1101
FA2302190070,G,1,1.3,1102
FA2302190071,G,1,1.3,1103
FA2302190072,G,1,1.3,1104
FA2302190073,G,1,1.5,1105
FA2302190079,G,1,1.5,1106
FA2302190098,GP,1,5.0,1107
FA2302190125,M,1,9.0,1108
FA2302220096,G,1,3.0,1109
FA2302220101,GP,1,1.5,1110
FA2302220103,GP,1,1.5,1111
FA2302220106,GP,1,1.5,1112
FA2302220112,GP,1,1.5,1113
FA2302220122,G,1,1.3,1114
FA2302220123,GP,1,1.3,1115
FA2302220129,G,1,1.5,1116
FA2302220130,G,1,1.5,1117
FA2302220131,G,1,1.5,1118
FA2302220134,G,1,2.0,1119
FA2302220135,G,1,2.0,1120
FA2302220136,G,1,2.0,1121
FA2302220137,GP,1,2.5,1122
FA2302220138,GP,1,3.0,1123
FA2302220139,GP,1,2.5,1124
FA2302220141,GP,1,2.0,1125
FA2302220153,GP,1,1.5,1126
FA2302220158,G,1,3.0,1127
FA2302220168,G,1,1.5,1128
FA2302220282,G,1,1.0,1129
FA2302220297,G,1,3.0,1130
FA2302220300,G,1,2.5,1131
FA2302220310,G,1,2.5,1132
FA2302220311,G,1,2.5,1133
FA2302220312,G,1,2.5,1134
FA2302220313,G,1,2.5,1135
FA2302220314,G,1,2.5,1136
FA2303030021,CNC,1,14.0,1137
FA2303100098,G,1,1.5,1138
FA2303100099,G,1,1.5,1139
FA2303100100,G,1,1.5,1140
FA2302220124,WE,1,3.0,1141
FA2302220128,WE,1,2.0,1142
FA2302220132,WE,1,3.0,1143
FA2302220133,WE,1,2.5,1144
FA2303120072,RM,1,1.0,1145
FA2302220362,M,1,2.5,1146
FA2302190121,M,1,3.0,1147
FA2302190124,M,1,13.0,1148
FA2302220379,GP,1,5.0,1149
FA2302220350,M,1,2.5,1150
FA2302220355,WE,1,7.5,1151
FA2302220380,WE,1,7.0,1152
FA2302220384,WE,1,10.0,1153
FA2302220385,WE,1,10.0,1154
FA2302190199,M,1,2.5,1155
FA2302190200,M,1,2.5,1156
FA2302220358,G,1,5.0,1157
FA2302220381,GP,1,5.0,1158
FA2303090091,RM,1,0.3,1159
FA2303100089,AW,1,0.6,1160
FA2302190169,M,1,5.0,1161
FA2302190171,M,1,5.0,1162
FA2302190194,M,1,14.0,1163
FA2302220345,M,1,2.5,1164
FA2302220353,M,1,2.5,1165
FA2302220375,M,1,4.0,1166
FA2302280320,M,1,4.0,1167
FA2303050090,M,1,3.0,1168
FA2302220335,WE,1,3.5,1169
FA2302220336,WE,1,3.5,1170
FA2302220337,WE,1,3.5,1171
FA2302220338,WE,1,3.5,1172
FA2302220339,WE,1,3.5,1173
FA2302220340,WE,1,3.5,1174
FA2302220341,WE,1,4.0,1175
FA2302220342,WE,1,4.0,1176
FA2302220343,WE,1,4.0,1177
FA2302220344,WE,1,3.0,1178
FA2302220346,GP,1,2.0,1179
FA2302220347,WE,1,5.5,1180
FA2302220348,WE,1,2.0,1181
FA2302220349,WE,1,2.0,1182
FA2302220351,WE,1,2.0,1183
FA2302220352,WE,1,2.0,1184
FA2302220354,WE,1,2.0,1185
FA2302220356,WE,1,5.5,1186
FA2302220357,WE,1,3.0,1187
FA2302220359,WE,1,5.0,1188
FA2302220360,WE,1,4.5,1189
FA2302220361,WE,1,4.5,1190
FA2302220369,WE,1,3.0,1191
FA2302220372,WE,1,5.0,1192
FA2302220373,WE,1,2.5,1193
FA2302220376,WE,1,1.5,1194
FA2302220388,WE,1,3.0,1195
FA2303050002,WE,1,2.0,1196
FA2303050003,WE,1,2.0,1197
FA2303050004,WE,1,2.5,1198
FA2303050006,WE,1,2.0,1199
FA2303050007,WE,1,2.0,1200
FA2303050009,WE,1,2.0,1201
FA2303050010,WE,1,2.0,1202
FA2303050011,WE,1,2.5,1203
FA2303050013,WE,1,2.0,1204
FA2303050014,WE,1,2.0,1205
FA2303050016,WE,1,2.0,1206
FA2303050017,WE,1,2.0,1207
FA2303050018,WE,1,2.5,1208
FA2303050020,WE,1,2.0,1209
FA2303050021,WE,1,2.0,1210
FA2303050089,WE,1,3.0,1211
FA2302190173,GP,1,3.0,1212
FA2302190174,GP,1,3.0,1213
FA2302220370,G,1,2.5,1214
FA2302220371,G,1,5.0,1215
FA2302220374,G,1,3.0,1216
FA2302220382,GP,1,5.0,1217
FA2302220386,GP,1,4.0,1218
FA2303050001,G,1,2.0,1219
FA2303050005,G,1,2.0,1220
FA2303050008,G,1,2.0,1221
FA2303050012,G,1,2.0,1222
FA2303050015,G,1,2.0,1223
FA2303050019,G,1,2.0,1224
FA2303070001,WE,1,9.0,1225
FA2303120078,EPM,1,0.01,1226
FA2302190122,M,1,1.5,1227
FA2302190123,M,1,1.5,1228
FA2302190170,M,1,1.8,1229
FA2302190172,M,1,1.8,1230
FA2302190182,M,1,2.0,1231
FA2302190183,M,1,2.5,1232
FA2302190190,M,1,1.0,1233
FA2302190191,M,1,1.0,1234
FA2302190192,M,1,1.0,1235
FA2302190193,M,1,5.0,1236
FA2302220387,M,1,1.2,1237
FA2302280249,M,1,5.0,1238
FA2302280258,M,1,4.0,1239
FA2302280259,M,1,4.0,1240
FA2302280260,M,1,3.0,1241
FA2302280304,M,1,3.0,1242
FA2302280306,M,1,3.5,1243
FA2303060034,EP,1,0.3,1244
FA2302190181,G,1,2.5,1245
FA2302190187,WE,1,1.5,1246
FA2302190188,WE,1,2.0,1247
FA2302190189,WE,1,6.0,1248
FA2302190195,WE,1,2.5,1249
FA2302190196,WE,1,2.5,1250
FA2302220363,WE,1,1.3,1251
FA2302220364,WE,1,1.3,1252
FA2302220365,WE,1,1.3,1253
FA2302220366,WE,1,1.3,1254
FA2302220367,WE,1,1.3,1255
FA2302220368,WE,1,2.0,1256
FA2303020368,GP,1,10.0,1257
FA2302190131,G,1,2.0,1258
FA2302190134,G,1,2.0,1259
FA2302190139,GP,1,1.3,1260
FA2302190141,G,1,1.3,1261
FA2302190142,G,1,1.3,1262
FA2302190150,G,1,1.5,1263
FA2302190151,G,1,1.5,1264
FA2302190155,G,1,1.3,1265
FA2302190156,G,1,1.3,1266
FA2302190157,G,1,1.3,1267
FA2302190158,G,1,1.3,1268
FA2302190159,G,1,1.5,1269
FA2302190165,G,1,1.5,1270
FA2302190184,GP,1,5.0,1271
FA2302210058,G,1,8.0,1272
FA2302210059,G,1,4.0,1273
FA2303020376,GP,1,6.0,1274
FA2302280254,M,1,2.0,1275
FA2302280255,M,1,2.5,1276
FA2302280256,M,1,4.0,1277
FA2302280257,M,1,2.0,1278
FA2302280270,M,1,1.5,1279
FA2302280272,M,1,1.6,1280
FA2302280273,M,1,2.0,1281
FA2302280274,M,1,2.0,1282
FA2302280275,M,1,2.0,1283
FA2302280276,M,1,2.5,1284
FA2302280279,M,1,1.2,1285
FA2302280280,M,1,1.5,1286
FA2302280281,M,1,2.5,1287
FA2302280282,M,1,2.0,1288
FA2302280283,M,1,1.5,1289
FA2302280284,M,1,2.5,1290
FA2302280285,M,1,1.5,1291
FA2302280286,M,1,3.5,1292
FA2302280287,M,1,4.0,1293
FA2302280290,M,1,1.5,1294
FA2302280291,M,1,2.0,1295
FA2302280296,M,1,4.0,1296
FA2302280297,M,1,4.0,1297
FA2302280303,M,1,3.5,1298
FA2302280308,M,1,3.0,1299
FA2302280309,M,1,3.5,1300
FA2302280317,M,1,1.2,1301
FA2302280314,GP,1,8.0,1302
FA2303130400,AW,1,2.0,1303
FA2303130439,AW,1,2.0,1304
FA2303130440,M,1,2.0,1305
FA2302280248,M,1,16.0,1306
FA2302280268,GP,1,5.0,1307
FA2303020371,G,1,16.0,1308
FA2302220162,CNC,1,16.0,1309
FA2302280154,CNC,1,3.0,1310
FA2302220172,GP,1,2.0,1311
FA2302280294,M,1,6.0,1312
FA2302280295,M,1,6.0,1313
FA2302280319,M,1,4.0,1314
FA2302280246,M,1,2.0,1315
FA2302280266,GP,1,6.0,1316
FA2302280267,GP,1,6.0,1317
FA2302280315,GP,1,4.0,1318
FA2303110047,G,1,1.3,1319
FA2303110052,G,1,1.3,1320
FA2302280311,CNC,1,16.0,1321
FA2303110048,CNC,1,1.5,1322
FA2303110051,CNC,1,1.5,1323
FA2302280289,M,1,3.0,1324
FA2302280292,M,1,3.0,1325
FA2302280293,M,1,2.5,1326
FA2302280298,M,1,1.5,1327
FA2302280299,M,1,1.0,1328
FA2302280300,M,1,1.5,1329
FA2302280301,M,1,1.0,1330
FA2302280310,M,1,2.5,1331
FA2302280318,M,1,2.5,1332
FA2302280244,WE,1,2.5,1333
FA2302280245,WE,1,2.5,1334
FA2302280247,GP,1,3.0,1335
FA2302280262,G,1,1.5,1336
FA2302280305,G,1,3.0,1337
FA2302280250,GP,1,1.5,1338
FA2302280251,GP,1,1.5,1339
FA2302280252,GP,1,1.5,1340
FA2302280253,GP,1,1.5,1341
FA2302280261,GP,1,1.5,1342
FA2302280263,GP,1,3.0,1343
FA2302280264,GP,1,3.0,1344
FA2302280265,GP,1,3.0,1345
FA2302280269,GP,1,3.0,1346
FA2302280271,G,1,1.3,1347
FA2302280277,G,1,0.8,1348
FA2302280278,G,1,1.5,1349
FA2302280288,GP,1,2.5,1350
FA2302280302,GP,1,1.5,1351
FA2302280307,G,1,3.0,1352
FA2302280316,G,1,1.3,1353
FA2303060101,CNC,1,5.0,1354
FA2303060102,CNC,1,5.0,1355
FA2303060106,CNC,1,5.0,1356
FA2301150126,EM,1,1.0,1357
FA2301180121,EM,1,2.0,1358
FA2301300188,AW,1,1.0,1359
FA2302010118,AW,1,1.0,1360
FA2302030003,EM,1,4.0,1361
FA2302100007,EM,1,2.5,1362
FA2302110001,EM,1,1.0,1363
FA2302120127,AW,1,1.0,1364
FA2302130141,AW,1,1.3,1365
FA2302130321,AW,1,0.8,1366
FA2302130414,EM,1,1.3,1367
FA2302140034,EM,1,1.0,1368
FA2302150154,AW,1,0.5,1369
FA2302170007,AW,1,0.5,1370
FA2302170526,AW,1,1.0,1371
FA2302180014,AW,1,1.0,1372
FA2302180100,EM,1,2.0,1373
FA2302190215,AW,1,1.0,1374
FA2302210076,AW,1,1.0,1375
FA2302210081,AW,1,0.9,1376
FA2302210092,AW,1,1.0,1377
FA2302220070,AW,1,1.5,1378
FA2302220221,EM,1,4.0,1379
FA2302220237,EM,1,3.0,1380
FA2302230096,EM,1,1.0,1381
FA2302230097,EM,1,1.0,1382
FA2302230203,AW,1,0.4,1383
FA2302240326,AW,1,1.5,1384
FA2302240412,EM,1,0.5,1385
FA2302060270,AW,1,0.8,1386
FA2302130107,EM,1,1.5,1387
FA2302220006,EM,1,1.0,1388
FA2205110001,MC,1,0.1,1389
FA2303060103,G,1,4.0,1390
FA2303050105,M,1,20.0,1391
FA2303110055,M,1,9.0,1392
FA2303060104,G,1,24.0,1393
FA2204080102,MC,1,1.5,1394
FA2303030058,GD,1,3.5,1395
FA2303050104,M,1,16.0,1396
FA2303050116,M,1,16.0,1397
FA2303050112,M,1,10.0,1398
FA2303050113,M,1,10.0,1399
FA2303110042,RM,1,0.2,1400
FA2303110041,RM,1,0.5,1401
FA2303110039,RM,1,0.5,1402
FA2303110040,RM,1,0.5,1403
FA2303130470,RM,1,0.3,1404
FA2303130461,RM,1,0.3,1405
FA2303110027,M,1,3.5,1406
FA2303110028,M,1,4.0,1407
FA2303050114,G,1,3.0,1408
FA2303050115,G,1,3.0,1409
FA2303100134,EP,1,1.0,1410
FA2303100135,EP,1,1.0,1411
FA2303100133,WE,1,16.0,1412
FA2303100136,WE,1,20.0,1413
FA2303100138,WE,1,4.0,1414
FA2303100139,WE,1,4.0,1415
FA2303010107,EP,1,0.5,1416
FA2302280076,G,1,16.5,1417
FA2302280077,G,1,16.5,1418
FA2303110034,RM,1,0.3,1419
FA2303110044,EPM,1,0.1,1420
FA2303110035,M,1,4.0,1421
FA2303110038,WE,1,7.0,1422
FA2303110043,WE,1,14.0,1423
FA2303110129,WE,1,7.0,1424
FA2303110130,WE,1,7.0,1425
FA2303050106,G,1,13.0,1426
FA2303050107,G,1,13.0,1427
FA2303050108,G,1,13.0,1428
FA2303050109,G,1,13.0,1429
FA2303110131,G,1,4.0,1430
FA2303110132,G,1,6.0,1431
FA2303110057,AW,1,0.5,1432
FA2303110061,AW,1,0.6,1433
FA2303110063,AW,1,0.6,1434
FA2303010108,M,1,3.0,1435
FA2303110062,ES,1,3.0,1436
FA2303110064,ES,1,2.5,1437
FA2303110065,CNC,1,2.0,1438
FA2303110066,ES,1,2.0,1439
FA2303110032,WE,1,2.5,1440
FA2303110033,WE,1,2.5,1441
FA2303110067,CNC,1,2.5,1442
FA2303050110,G,1,4.0,1443
FA2302270210,EM,1,2.0,1444
FA2303010169,EM,1,2.5,1445
FA2303070076,AW,1,0.5,1446
FA2303090063,ES,1,3.0,1447
FA2303090064,M,1,3.0,1448
FA2303090065,CNC,1,2.5,1449
FA2303090067,G,1,2.0,1450
FA2303090070,G,1,1.0,1451
FA2302240413,M,1,4.0,1452
FA2302270209,M,1,2.0,1453
FA2303010147,M,1,0.1,1454
FA2303010148,M,1,0.1,1455
FA2303010149,M,1,0.1,1456
FA2303010150,M,1,0.1,1457
FA2303010151,M,1,0.1,1458
FA2303010152,M,1,0.1,1459
FA2303130471,EPM,1,0.01,1460
FA2303130472,EPM,1,0.01,1461
FA2303130473,EPM,1,0.01,1462
FA2303130462,EPM,1,0.01,1463
FA2303130463,EPM,1,0.01,1464
FA2303130464,EPM,1,0.01,1465
FA2303130465,EPM,1,0.01,1466
FA2303130466,EPM,1,0.01,1467
FA2303130467,EPM,1,0.01,1468
FA2303130474,EPM,1,0.01,1469
FA2303130475,EPM,1,0.01,1470
FA2303130476,EPM,1,0.01,1471
FA2302110040,G,1,16.5,1472
FA2212310005,MC,1,10.0,1473
FA2212310006,MC,1,12.0,1474
FA2212310007,MC,1,12.0,1475
FA2301180034,G,1,15.0,1476
FA2302160032,CNC,1,10.0,1477
FA2211140022,EM,1,0.1,1478
FA2212130004,EM,1,2.0,1479
FA2212130005,EM,1,2.0,1480
FA2301140012,EM,1,1.0,1481
FA2301140013,EM,1,1.0,1482
FA2301140046,EM,1,1.0,1483
FA2301140079,EM,1,1.0,1484
FA2301140080,EM,1,3.0,1485
FA2301140081,EM,1,3.0,1486
FA2301140082,EM,1,2.0,1487
FA2301140083,EM,1,1.5,1488
FA2301140084,EM,1,5.0,1489
FA2301140085,EM,1,4.0,1490
FA2301140086,EM,1,2.5,1491
FA2301140087,EM,1,2.5,1492
FA2302170391,M,1,2.0,1493
FA2302240460,EM,1,3.5,1494
FA2302240461,EM,1,2.5,1495
FA2302240462,EM,1,4.0,1496
FA2202220017,H,0,72.0,1497
FA2202220018,H,0,72.0,1498
FA2202220017,GP,0,12.0,1499
FA2202220018,GP,0,12.0,1500
FA2202220017,CNC,0,2.0,1501
FA2202220018,CNC,0,2.0,1502
FA2302230078,ES,0,3.0,1503
FA2303070173,GP,0,5.0,1504
FA2303070173,G,0,7.0,1505
FA2303070173,EP,0,4.0,1506
FA2303070173,WE,0,40.0,1507
FA2303070173,CNC,0,38.0,1508
FA2303070173,ES,0,100.0,1509
FA2303070173,M,0,1.0,1510
FA2302210073,ES,0,120.0,1511
FA2302210074,ES,0,120.0,1512
FA2302210073,G,0,3.5,1513
FA2302210074,G,0,3.5,1514
FA2302210073,M,0,2.0,1515
FA2302210074,M,0,2.0,1516
FA2303050025,H,0,72.0,1517
FA2303070178,H,0,48.0,1518
FA2303050025,G,0,4.0,1519
FA2303070178,GP,0,8.0,1520
FA2303050025,CNC,0,6.0,1521
FA2303070178,G,0,9.0,1522
FA2303050025,EP,0,1.0,1523
FA2303070178,EP,0,1.5,1524
FA2303050025,WE,0,6.0,1525
FA2303070178,WE,0,24.0,1526
FA2303050025,ES,0,40.0,1527
FA2303070178,ES,0,32.0,1528
FA2303070178,M,0,3.0,1529
FA2303040035,ES,0,4.0,1530
FA2303040036,ES,0,4.0,1531
FA2302210098,G,0,3.0,1532
FA2303050032,H,0,72.0,1533
FA2303070176,GP,0,6.0,1534
FA2302210098,CNC,0,2.3,1535
FA2302210099,WE,0,2.3,1536
FA2302210100,WE,0,2.3,1537
FA2303050032,G,0,3.5,1538
FA2303070176,G,0,6.0,1539
FA2302210098,WE,0,1.0,1540
FA2302210099,CNC,0,3.0,1541
FA2302210100,CNC,0,3.0,1542
FA2303050032,CNC,0,14.0,1543
FA2303070176,CNC,0,44.0,1544
FA2302210098,ES,0,2.5,1545
FA2303050032,WE,0,8.0,1546
