work_orders,section_names,status,working_hours,priority
FA2303070176,EP,0,7.0,1547
FA2302210098,G,0,1.2,1548
FA2303050032,G,0,1.5,1549
FA2303070176,WE,0,48.0,1550
FA2303050032,ES,0,8.0,1551
FA2303070176,ES,0,90.0,1552
FA2303050032,M,0,0.8,1553
FA2303070176,M,0,1.0,1554
FA2302170190,ES,0,38.0,1555
FA2302170190,CNC,0,24.0,1556
FA2301280131,ES,0,5.0,1557
FA2302170190,ES,0,33.0,1558
FA2210300045,H,0,72.0,1559
FA2210300046,H,0,72.0,1560
FA2302280018,H,0,72.0,1561
FA2303070174,CNC,0,3.5,1562
FA2210300045,G,0,1.0,1563
FA2210300046,G,0,1.0,1564
FA2211130095,BD,0,32.0,1565
FA2302280018,GP,0,1.0,1566
FA2302280022,GP,0,1.0,1567
FA2302280063,GP,0,1.0,1568
FA2303070174,H,0,72.0,1569
FA2210300045,WE,0,2.0,1570
FA2210300046,WE,0,3.0,1571
FA2301030075,CNC,0,3.5,1572
FA2302230067,EP,0,0.5,1573
FA2303070174,GP,0,2.5,1574
FA2301030075,M,0,2.0,1575
FA2302230067,WE,0,1.5,1576
FA2302260035,M,0,1.2,1577
FA2303070174,G,0,4.0,1578
FA2302230067,CNC,0,1.5,1579
FA2303070174,CNC,0,10.0,1580
FA2302230067,ES,0,2.5,1581
FA2302230071,ES,0,4.5,1582
FA2303070174,ES,0,16.0,1583
FA2302020183,M,0,0.5,1584
FA2302230067,M,0,0.5,1585
FA2302230071,M,0,0.5,1586
FA2302020183,G,0,0.3,1587
FA2303030023,ES,0,3.0,1588
FA2303030030,AW,0,0.8,1589
FA2303030030,ES,0,2.5,1590
FA2303050029,GP,0,5.0,1591
FA2303050030,GP,0,5.0,1592
FA2302120121,EP,0,5.0,1593
FA2302280040,ES,0,24.0,1594
FA2302280041,ES,0,24.0,1595
FA2303050029,WE,0,6.0,1596
FA2303050030,WE,0,6.0,1597
FA2302120121,WE,0,26.0,1598
FA2302240424,WE,0,3.5,1599
FA2302240425,WE,0,3.5,1600
FA2303050029,CNC,0,5.0,1601
FA2303050030,CNC,0,5.0,1602
FA2302120121,CNC,0,44.0,1603
FA2302240424,G,0,1.0,1604
FA2302240425,G,0,1.0,1605
FA2302120121,ES,0,120.0,1606
FA2302230072,M,0,0.5,1607
FA2302120121,M,0,2.0,1608
FA2302190112,CNC,0,48.0,1609
FA2302190112,ES,0,95.0,1610
FA2302270214,CNC,0,1.8,1611
FA2302280079,CNC,0,2.0,1612
FA2302280082,CNC,0,1.8,1613
FA2303010132,G,0,1.0,1614
FA2303010136,ES,0,2.0,1615
FA2303060046,G,0,1.2,1616
FA2303060047,ES,0,2.0,1617
FA2303060052,G,0,1.0,1618
FA2303060053,G,0,0.8,1619
FA2303060054,G,0,1.0,1620
FA2303060055,ES,0,1.5,1621
FA2303060056,ES,0,2.5,1622
FA2303060057,G,0,0.6,1623
FA2303060058,G,0,0.6,1624
FA2303060059,ES,0,1.6,1625
FA2303060060,ES,0,1.5,1626
FA2302250100,CNC,0,2.5,1627
FA2302270214,EP,0,0.3,1628
FA2302280072,H,0,72.0,1629
FA2302280078,CNC,0,1.5,1630
FA2302280079,ES,0,4.0,1631
FA2302280081,CNC,0,1.5,1632
FA2302280082,WE,0,1.5,1633
FA2303010132,ES,0,3.0,1634
FA2303060050,ES,0,3.0,1635
FA2303060052,ES,0,3.0,1636
FA2303060053,WE,0,1.0,1637
FA2303060054,ES,0,1.8,1638
FA2303060057,ES,0,1.5,1639
FA2303060058,ES,0,1.5,1640
FA2302170581,CNC,0,12.0,1641
FA2302170582,CNC,0,12.0,1642
FA2302250100,EP,0,0.5,1643
FA2302260043,GP,0,2.5,1644
FA2302270214,WE,0,1.5,1645
FA2302280067,GP,0,1.0,1646
FA2302280072,GP,0,1.0,1647
FA2302280078,WE,0,1.5,1648
FA2302280081,WE,0,1.5,1649
FA2302280082,ES,0,4.0,1650
FA2303060051,ES,0,3.0,1651
FA2302090164,CNC,0,2.5,1652
FA2302090165,CNC,0,2.5,1653
FA2302090167,CNC,0,2.5,1654
FA2302170581,WE,0,4.0,1655
FA2302170582,WE,0,4.0,1656
FA2302250100,WE,0,2.0,1657
FA2302260043,M,0,1.0,1658
FA2302270214,ES,0,3.5,1659
FA2302280078,ES,0,3.5,1660
FA2302280081,ES,0,3.5,1661
FA2302060159,CNC,0,2.5,1662
FA2302060233,CNC,0,2.5,1663
FA2302090164,EP,0,1.5,1664
FA2302090165,EP,0,1.5,1665
FA2302090167,EP,0,1.5,1666
FA2302250100,ES,0,2.0,1667
FA2302260038,WE,0,1.2,1668
FA2302090164,WE,0,12.0,1669
FA2302090165,WE,0,12.0,1670
FA2302090167,WE,0,12.0,1671
FA2302260038,ES,0,10.0,1672
FA2301170203,WE,0,9.0,1673
FA2302090164,G,0,1.5,1674
FA2302090165,ES,0,5.5,1675
FA2302090167,G,0,1.5,1676
FA2302260038,M,0,0.5,1677
FA2301170203,M,0,7.0,1678
FA2302090164,ES,0,5.5,1679
FA2302090167,ES,0,6.0,1680
FA2302200458,CNC,0,15.0,1681
FA2302260038,ZL,0,0.1,1682
FA2302200458,M,0,4.0,1683
FA2302200458,ES,0,38.0,1684
FA2302200458,CNC,0,24.0,1685
FA2302160755,ES,0,33.0,1686
FA2302170111,ES,0,33.0,1687
FA2302200458,ES,0,33.0,1688
FA2302020114,ES,0,2.5,1689
FA2302030071,EP,0,0.5,1690
FA2302230114,ES,0,2.0,1691
FA2302240026,ES,0,1.5,1692
FA2302250087,ES,0,1.5,1693
FA2302250088,ES,0,1.5,1694
FA2302250089,G,0,0.6,1695
FA2302250091,G,0,1.0,1696
FA2302270215,G,0,1.0,1697
FA2302270295,G,0,1.0,1698
FA2302270296,G,0,0.5,1699
FA2302280083,CNC,0,1.5,1700
FA2302280084,CNC,0,1.5,1701
FA2302280085,WE,0,1.0,1702
FA2302280086,WE,0,1.0,1703
FA2302280087,WE,0,1.0,1704
FA2303020040,BD,0,1.5,1705
FA2303020041,BD,0,1.5,1706
FA2303020321,M,0,0.5,1707
FA2303020323,CNC,0,1.5,1708
FA2303080086,G,0,3.0,1709
FA2301040009,CNC,0,8.0,1710
FA2302020114,EM,0,1.0,1711
FA2302030071,WE,0,1.0,1712
FA2302080010,CNC,0,12.0,1713
FA2302150133,CNC,0,22.0,1714
FA2302210067,WE,0,6.0,1715
FA2302250089,CNC,0,1.5,1716
FA2302250091,ES,0,2.0,1717
FA2302270215,ES,0,1.5,1718
FA2302270295,EP,0,0.5,1719
FA2302270296,ES,0,3.0,1720
FA2302280083,ES,0,2.0,1721
FA2302280084,WE,0,1.5,1722
FA2302280085,ES,0,1.5,1723
FA2302280086,ES,0,1.5,1724
FA2302280087,ES,0,1.5,1725
FA2303020323,WE,0,1.0,1726
FA2303080086,CNC,0,8.0,1727
FA2301040009,H,0,72.0,1728
FA2302030071,ES,0,2.0,1729
FA2302080010,ES,0,22.0,1730
FA2302150133,ES,0,76.0,1731
FA2302210067,ES,0,20.0,1732
FA2302270295,WE,0,1.5,1733
FA2302280084,ES,0,3.0,1734
FA2303020323,ES,0,2.0,1735
FA2303080086,ES,0,16.0,1736
FA2301040009,G,0,3.0,1737
FA2302050026,WE,0,8.0,1738
FA2302150133,M,0,4.0,1739
FA2302210067,EM,0,1.0,1740
FA2302270295,ES,0,2.0,1741
FA2303070052,G,0,16.0,1742
FA2303080121,M,0,1.2,1743
FA2211210144,EP,0,0.8,1744
FA2211210148,ES,0,1.5,1745
FA2301040009,CNC,0,12.0,1746
FA2301170202,WE,0,10.0,1747
FA2302050026,ES,0,10.0,1748
FA2303070052,ES,0,30.0,1749
FA2303080121,EP,0,0.7,1750
FA2301040009,ES,0,8.0,1751
FA2301170202,M,0,4.0,1752
FA2303070051,G,0,16.0,1753
FA2303070052,M,0,2.0,1754
FA2301040009,EP,0,2.0,1755
FA2302010222,CNC,0,30.0,1756
FA2302050055,ES,0,20.0,1757
FA2303040029,ES,0,40.0,1758
FA2303070051,ES,0,30.0,1759
FA2301040009,WE,0,8.0,1760
FA2302010012,M,0,1.5,1761
FA2302010222,WE,0,16.0,1762
FA2302030057,ES,0,9.0,1763
FA2302050055,M,0,0.8,1764
FA2302190198,GP,0,3.0,1765
FA2303040029,M,0,4.0,1766
FA2303070051,M,0,2.0,1767
FA2301040009,G,0,2.0,1768
FA2301270053,ES,0,3.0,1769
FA2302010222,ES,0,55.0,1770
FA2302030057,M,0,0.8,1771
FA2302050055,G,0,0.8,1772
FA2302190198,CNC,0,6.0,1773
FA2302200374,M,0,4.0,1774
FA2302010222,M,0,2.0,1775
FA2302190198,EP,0,5.0,1776
FA2302200374,ES,0,38.0,1777
FA2302010222,G,0,1.0,1778
FA2302050059,M,0,0.5,1779
FA2302190198,WE,0,71.0,1780
FA2302200374,CNC,0,24.0,1781
FA2212010293,CNC,0,78.0,1782
FA2302050059,G,0,0.5,1783
FA2302190198,CNC,0,48.0,1784
FA2302200374,ES,0,33.0,1785
FA2212010293,ES,0,105.0,1786
FA2212010294,ES,0,105.0,1787
FA2302190198,ES,0,95.0,1788
FA2302150124,AW,0,2.5,1789
FA2302150127,G,0,1.5,1790
FA2302150130,M,0,2.0,1791
FA2302150131,M,0,2.0,1792
FA2302150132,M,0,2.0,1793
FA2302160050,G,0,2.0,1794
FA2302160051,G,0,2.0,1795
FA2302200468,G,0,1.5,1796
FA2302220241,ES,0,6.0,1797
FA2303030049,ES,0,2.0,1798
FA2303030051,G,0,0.8,1799
FA2303040027,G,0,1.0,1800
FA2303040028,G,0,1.0,1801
FA2303040047,MC,0,2.0,1802
FA2303070021,ES,0,4.0,1803
FA2303070068,ES,0,3.0,1804
FA2303070069,ES,0,6.0,1805
FA2303070073,G,0,1.0,1806
FA2303070080,ES,0,2.0,1807
FA2303080171,BD,0,1.5,1808
FA2303080177,G,0,1.0,1809
FA2303080181,G,0,1.0,1810
FA2302050216,CNC,0,2.5,1811
FA2302050223,H,0,72.0,1812
FA2302050238,H,0,72.0,1813
FA2302050239,H,0,72.0,1814
FA2302130164,WE,0,3.0,1815
FA2302150124,CNC,0,4.0,1816
FA2302150127,CNC,0,3.0,1817
FA2302160050,ES,0,12.0,1818
FA2302160051,ES,0,12.0,1819
FA2302200468,ES,0,12.0,1820
FA2303030051,ES,0,2.0,1821
FA2303030062,EP,0,1.5,1822
FA2303040027,CNC,0,2.5,1823
FA2303040028,CNC,0,2.5,1824
FA2303060009,CNC,0,3.0,1825
FA2303070073,ES,0,2.0,1826
FA2303070087,ES,0,3.0,1827
FA2303080088,WE,0,4.0,1828
FA2303080181,ES,0,1.5,1829
FA2302050216,H,0,72.0,1830
FA2302050223,G,0,2.0,1831
FA2302050237,GP,0,1.5,1832
FA2302050238,G,0,1.5,1833
FA2302050239,G,0,1.5,1834
FA2302130164,ES,0,5.0,1835
FA2302150124,EP,0,1.0,1836
FA2302150127,WE,0,4.0,1837
FA2303030062,WE,0,6.0,1838
FA2303040027,ES,0,3.0,1839
FA2303040028,ES,0,3.0,1840
FA2303060009,WE,0,2.0,1841
FA2303070114,ES,0,5.0,1842
FA2303080088,ES,0,8.0,1843
FA2301170239,WE,0,2.5,1844
FA2301170240,WE,0,1.8,1845
FA2301170243,WE,0,2.3,1846
FA2301170246,WE,0,1.8,1847
FA2302050216,GP,0,1.5,1848
FA2302050223,M,0,0.5,1849
FA2302050237,M,0,0.7,1850
FA2302050238,WE,0,2.2,1851
FA2302050239,WE,0,2.2,1852
FA2302150124,WE,0,2.5,1853
FA2302280134,GP,0,3.0,1854
FA2301170239,M,0,0.5,1855
FA2301170243,M,0,0.5,1856
FA2301170244,M,0,0.5,1857
FA2301170245,M,0,0.5,1858
FA2301170246,M,0,0.5,1859
FA2302050216,G,0,2.0,1860
FA2302280134,G,0,1.5,1861
FA2303020384,G,0,2.0,1862
FA2303020386,ES,0,3.5,1863
FA2302050047,ES,0,7.0,1864
FA2302050216,CNC,0,3.0,1865
FA2302280134,CNC,0,4.0,1866
FA2303020386,G,0,2.0,1867
FA2302050127,WE,0,18.0,1868
FA2302050216,M,0,0.5,1869
FA2302280134,EP,0,0.8,1870
FA2303020386,M,0,1.0,1871
FA2301290026,ES,0,10.0,1872
FA2301290027,ES,0,10.0,1873
FA2302030070,ES,0,9.0,1874
FA2302050127,GP,0,1.5,1875
FA2302280134,WE,0,2.5,1876
FA2303040021,M,0,4.0,1877
FA2302030070,M,0,0.8,1878
FA2302050053,ES,0,8.0,1879
FA2302050054,ES,0,10.0,1880
FA2302050127,ES,0,26.0,1881
FA2302280134,ES,0,8.0,1882
FA2302050053,M,0,0.8,1883
FA2302050054,M,0,0.8,1884
FA2302050127,M,0,0.5,1885
FA2302030056,M,0,0.5,1886
FA2302050053,G,0,0.5,1887
FA2302050054,G,0,0.5,1888
FA2302050127,G,0,1.0,1889
FA2210210011,P,0,2.0,1890
FA2302220094,CNC,0,30.0,1891
FA2210210011,ES,0,80.0,1892
FA2301280219,ES,0,8.0,1893
FA2302220094,ES,0,86.0,1894
FA2302080323,WE,0,1.0,1895
FA2302100012,WE,0,1.5,1896
FA2302130176,ES,0,2.0,1897
FA2302130191,G,0,1.5,1898
FA2302140315,CNC,0,1.5,1899
FA2302140325,G,0,1.5,1900
FA2302170556,CNC,0,1.5,1901
FA2302170558,CNC,0,1.5,1902
FA2302180150,ES,0,5.0,1903
FA2302200283,CNC,0,1.5,1904
FA2302200285,ES,0,1.5,1905
FA2302200469,ES,0,4.0,1906
FA2302210039,G,0,2.0,1907
FA2302210120,ES,0,3.0,1908
FA2302210121,G,0,1.0,1909
FA2302220080,ES,0,2.0,1910
FA2302220082,G,0,1.0,1911
FA2302220083,G,0,1.0,1912
FA2302220084,G,0,0.5,1913
FA2302220242,ES,0,2.0,1914
FA2302230184,ES,0,3.0,1915
FA2302280015,G,0,0.8,1916
FA2302080323,ES,0,2.0,1917
FA2302100012,ES,0,2.0,1918
FA2302130159,ES,0,1.5,1919
FA2302130160,ES,0,1.5,1920
FA2302130161,ES,0,1.5,1921
FA2302130191,ES,0,1.5,1922
FA2302140315,ES,0,4.0,1923
FA2302140325,ES,0,3.0,1924
FA2302170556,ES,0,2.5,1925
FA2302170558,ES,0,3.0,1926
FA2302200283,ES,0,2.0,1927
FA2302210039,ES,0,2.5,1928
FA2302210121,ES,0,2.0,1929
FA2302220082,ES,0,2.0,1930
FA2302220083,ES,0,2.0,1931
FA2302220084,ES,0,1.5,1932
FA2302220243,AW,0,0.5,1933
FA2302280015,ES,0,1.5,1934
FA2303070043,CNC,0,6.0,1935
FA2303080056,BD,0,0.5,1936
FA2211130094,BD,0,32.0,1937
FA2301040982,ES,0,5.0,1938
FA2302220243,WE,0,1.2,1939
FA2303070043,WE,0,6.0,1940
FA2210300037,ES,0,3.0,1941
FA2301060152,ES,0,3.0,1942
FA2302220243,ES,0,3.0,1943
FA2303050026,CNC,0,6.0,1944
FA2303050031,CNC,0,4.0,1945
FA2303070043,ES,0,8.0,1946
FA2303070175,ES,0,16.0,1947
FA2303070177,ES,0,26.0,1948
FA2210280228,ES,0,1.0,1949
FA2301060262,WE,0,1.0,1950
FA2302280133,CNC,0,42.0,1951
FA2303050026,EP,0,1.5,1952
FA2303050031,ES,0,11.0,1953
FA2301060262,CNC,0,2.0,1954
FA2302050106,EP,0,1.8,1955
FA2302280133,ES,0,40.0,1956
FA2303050026,WE,0,10.0,1957
FA2303050031,M,0,1.5,1958
FA2302050106,WE,0,9.0,1959
FA2302170196,M,0,1.0,1960
FA2303050026,ES,0,14.0,1961
FA2303050031,G,0,4.0,1962
FA2302050034,M,0,1.5,1963
FA2302050106,ES,0,38.0,1964
FA2303050026,M,0,2.8,1965
FA2302050106,M,0,0.8,1966
FA2302050289,M,0,0.5,1967
FA2302050290,M,0,0.5,1968
FA2302190197,WE,0,71.0,1969
FA2302190197,CNC,0,48.0,1970
FA2302190197,ES,0,95.0,1971
FA2303070036,ES,0,1.8,1972
FA2303070041,ES,0,2.0,1973
FA2303070042,ES,0,6.0,1974
FA2303070044,G,0,0.8,1975
FA2303070045,G,0,1.0,1976
FA2303070046,ES,0,3.0,1977
FA2303070047,ES,0,2.0,1978
FA2303070048,ES,0,4.0,1979
FA2303070049,ES,0,3.0,1980
FA2303070050,ES,0,2.5,1981
FA2303080138,CNC,0,2.0,1982
FA2303080140,ES,0,2.0,1983
FA2303080141,G,0,2.0,1984
FA2303080142,G,0,2.0,1985
FA2303080143,G,0,1.0,1986
FA2303080152,CNC,0,3.0,1987
FA2303080153,CNC,0,2.3,1988
FA2303080155,CNC,0,1.5,1989
FA2303080156,CNC,0,2.0,1990
FA2303080157,CNC,0,1.5,1991
FA2303080161,ES,0,1.5,1992
FA2303080162,ES,0,1.5,1993
FA2303080164,ES,0,5.0,1994
FA2303080166,G,0,1.0,1995
FA2303080167,G,0,1.0,1996
FA2303100006,BD,0,1.5,1997
FA2303110085,WE,0,3.0,1998
FA2303120008,M,0,6.0,1999
FA2301170045,G,0,5.0,2000
FA2302050212,CNC,0,5.5,2001
FA2303070038,CNC,0,1.6,2002
FA2303070044,WE,0,1.2,2003
FA2303070045,WE,0,2.0,2004
FA2303070151,ES,0,1.5,2005
FA2303080138,ES,0,2.5,2006
FA2303080152,ES,0,5.0,2007
FA2303080153,WE,0,1.3,2008
FA2303080154,CNC,0,2.0,2009
FA2303080155,ES,0,2.0,2010
FA2303080156,EP,0,0.3,2011
FA2303080157,ES,0,1.8,2012
FA2303080158,CNC,0,1.5,2013
FA2303080163,M,0,1.3,2014
FA2303080166,ES,0,5.0,2015
FA2303080167,ES,0,5.0,2016
FA2303120008,WE,0,3.0,2017
FA2301170045,ES,0,8.0,2018
FA2302050212,GP,0,4.0,2019
FA2302220275,H,0,72.0,2020
FA2303070038,WE,0,1.0,2021
FA2303070044,ES,0,2.0,2022
FA2303070045,ES,0,3.5,2023
FA2303080153,ES,0,3.5,2024
FA2303080154,ES,0,3.5,2025
FA2303080156,WE,0,1.3,2026
FA2303080158,ES,0,3.5,2027
FA2302050102,CNC,0,6.0,2028
FA2302050212,CNC,0,11.0,2029
FA2302220275,G,0,6.0,2030
FA2303050028,WE,0,7.0,2031
FA2303070038,ES,0,3.5,2032
FA2303080156,ES,0,3.0,2033
FA2303090014,ES,0,1.5,2034
FA2302050102,EP,0,1.0,2035
FA2302050212,WE,0,10.0,2036
FA2302050213,GP,0,6.0,2037
FA2302220275,CNC,0,14.0,2038
FA2303050027,ES,0,6.0,2039
FA2303050028,ES,0,6.0,2040
FA2302050102,WE,0,6.0,2041
FA2302050212,M,0,4.0,2042
FA2302050213,CNC,0,16.0,2043
FA2302220275,EP,0,3.0,2044
FA2303050027,M,0,1.8,2045
FA2303050028,M,0,1.8,2046
FA2302050102,ES,0,18.0,2047
FA2302050123,ES,0,20.0,2048
FA2302050213,WE,0,9.0,2049
FA2302220275,WE,0,15.0,2050
FA2303040023,M,0,1.0,2051
FA2303040032,M,0,1.0,2052
FA2302050102,M,0,1.5,2053
FA2302050123,M,0,0.8,2054
FA2302050213,M,0,7.0,2055
FA2302220275,ES,0,28.0,2056
FA2303040023,G,0,0.5,2057
FA2303040031,G,0,0.5,2058
FA2303040032,G,0,0.3,2059
FA2302050123,G,0,0.8,2060
FA2302220275,M,0,1.5,2061
FA2302190120,EP,0,3.0,2062
FA2302190120,WE,0,35.0,2063
FA2302190120,CNC,0,27.0,2064
FA2302190120,P,0,1.0,2065
FA2302190120,ES,0,68.0,2066
FA2302230094,CNC,0,1.5,2067
FA2302230095,ES,0,2.0,2068
FA2302230100,ES,0,1.8,2069
FA2302230206,CNC,0,1.8,2070
FA2302240040,CNC,0,1.5,2071
FA2302240411,ES,0,2.0,2072
FA2303090051,CNC,0,2.5,2073
FA2303120073,GD,0,2.5,2074
FA2302230094,WE,0,1.2,2075
FA2302240040,ES,0,1.5,2076
FA2303070137,G,0,4.0,2077
FA2303090051,ES,0,2.5,2078
FA2303110046,CNC,0,13.0,2079
FA2303110050,CNC,0,13.0,2080
FA2303120073,M,0,7.5,2081
FA2302050097,CNC,0,4.0,2082
FA2302230094,ES,0,1.5,2083
FA2303070137,M,0,1.5,2084
FA2303110046,H,0,72.0,2085
FA2303110050,H,0,72.0,2086
FA2303120073,CNC,0,10.0,2087
FA2303130391,G,0,5.0,2088
FA2302050094,WE,0,8.0,2089
FA2302050097,EP,0,0.5,2090
FA2302050099,M,0,0.8,2091
FA2302050114,EP,0,0.5,2092
FA2303110046,G,0,16.0,2093
FA2303110050,G,0,16.0,2094
FA2303120073,H,0,72.0,2095
FA2303130391,M,0,1.0,2096
FA2302050094,ES,0,10.0,2097
FA2302050097,WE,0,6.0,2098
FA2302050099,ES,0,16.0,2099
FA2302050114,WE,0,2.5,2100
FA2302050125,WE,0,2.5,2101
FA2302050291,GP,0,3.0,2102
FA2302190116,M,0,1.5,2103
FA2303110046,CNC,0,30.0,2104
FA2303110050,CNC,0,30.0,2105
FA2303120073,GP,0,5.0,2106
FA2303130391,CNC,0,12.0,2107
FA2302050097,ES,0,8.0,2108
FA2302050114,CNC,0,3.0,2109
FA2302050125,ES,0,16.0,2110
FA2302050291,WE,0,8.0,2111
FA2302190116,GP,0,4.0,2112
FA2303090040,WE,0,2.0,2113
FA2303110046,EP,0,3.0,2114
FA2303110050,EP,0,3.0,2115
FA2303120073,G,0,16.0,2116
FA2303130391,ES,0,20.0,2117
FA2302050114,ES,0,12.0,2118
FA2302050125,M,0,0.7,2119
FA2302050291,CNC,0,11.0,2120
FA2302190116,CNC,0,30.0,2121
FA2303110046,WE,0,35.0,2122
FA2303110050,WE,0,35.0,2123
FA2303120073,CNC,0,30.0,2124
FA2302050114,M,0,0.5,2125
FA2302050125,G,0,0.3,2126
FA2302050291,ES,0,9.0,2127
FA2302050292,ES,0,9.0,2128
FA2302190116,EP,0,0.5,2129
FA2302220164,CNC,0,15.0,2130
FA2303110046,ES,0,100.0,2131
FA2303110050,ES,0,100.0,2132
FA2303120073,WE,0,16.0,2133
FA2302050291,M,0,0.8,2134
FA2302050292,M,0,0.8,2135
FA2302190116,WE,0,10.0,2136
FA2302220164,M,0,4.0,2137
FA2303110046,M,0,1.5,2138
FA2303110050,M,0,1.5,2139
FA2303120073,ES,0,55.0,2140
FA2302190116,ES,0,68.0,2141
FA2302220164,ES,0,38.0,2142
FA2303120073,M,0,2.0,2143
FA2302190116,M,0,0.5,2144
FA2302220164,CNC,0,24.0,2145
FA2303120073,G,0,1.0,2146
FA2302220164,ES,0,33.0,2147
FA2303040054,ES,0,2.5,2148
FA2303040055,ES,0,2.5,2149
FA2303090048,CNC,0,2.5,2150
FA2303090049,CNC,0,2.5,2151
FA2303090054,G,0,3.0,2152
FA2303090055,G,0,0.8,2153
FA2303090056,G,0,0.8,2154
FA2303090058,G,0,1.2,2155
FA2303100064,CNC,0,4.0,2156
FA2303100065,CNC,0,3.0,2157
FA2303110030,G,0,0.8,2158
FA2303110070,CNC,0,2.5,2159
FA2303110071,CNC,0,2.5,2160
FA2303110072,G,0,1.5,2161
FA2303110073,G,0,1.5,2162
FA2303110086,ES,0,8.0,2163
FA2303110087,ES,0,8.0,2164
FA2303120069,M,0,5.0,2165
FA2301030053,CNC,0,2.5,2166
FA2302050131,G,0,2.5,2167
FA2302220171,H,0,72.0,2168
FA2303090048,ES,0,2.5,2169
FA2303090049,ES,0,2.5,2170
FA2303090056,CNC,0,1.5,2171
FA2303100064,EP,0,0.5,2172
FA2303100065,WE,0,2.0,2173
FA2303110070,EP,0,0.5,2174
FA2303110071,EP,0,0.5,2175
FA2303110072,ES,0,2.5,2176
FA2303110073,ES,0,2.5,2177
FA2303120069,H,0,72.0,2178
FA2301030053,M,0,1.0,2179
FA2301310458,ES,0,2.0,2180
FA2302050089,CNC,0,3.0,2181
FA2302050119,WE,0,8.0,2182
FA2302050131,ES,0,2.5,2183
FA2302050224,GP,0,1.3,2184
FA2302050225,GP,0,1.3,2185
FA2302050257,CNC,0,1.5,2186
FA2302050259,CNC,0,1.5,2187
FA2302220171,GP,0,3.0,2188
FA2303090056,ES,0,1.5,2189
FA2303100064,WE,0,2.5,2190
FA2303100065,ES,0,3.0,2191
FA2303110070,WE,0,4.0,2192
FA2303110071,WE,0,4.0,2193
FA2303120069,G,0,4.0,2194
FA2303130390,G,0,9.0,2195
FA2301030053,H,0,72.0,2196
FA2302050079,AW,0,0.5,2197
FA2302050080,AW,0,0.5,2198
FA2302050082,ES,0,6.0,2199
FA2302050085,ES,0,6.0,2200
FA2302050086,ES,0,6.0,2201
FA2302050088,G,0,1.0,2202
FA2302050089,EP,0,0.4,2203
FA2302050091,ES,0,4.0,2204
FA2302050095,ES,0,3.0,2205
FA2302050096,WE,0,2.0,2206
FA2302050100,AW,0,0.5,2207
FA2302050103,CNC,0,4.5,2208
FA2302050104,M,0,0.8,2209
FA2302050115,M,0,0.5,2210
FA2302050116,M,0,0.8,2211
FA2302050119,CNC,0,2.0,2212
FA2302050129,G,0,1.5,2213
FA2302050224,M,0,0.5,2214
FA2302050225,M,0,0.5,2215
FA2302050241,WE,0,1.8,2216
FA2302050242,WE,0,2.8,2217
FA2302050244,WE,0,1.8,2218
FA2302050245,WE,0,1.8,2219
FA2302050246,WE,0,1.8,2220
FA2302050249,WE,0,2.5,2221
FA2302050250,WE,0,1.8,2222
FA2302050251,WE,0,2.2,2223
FA2302050252,WE,0,1.8,2224
FA2302050253,WE,0,2.3,2225
FA2302050254,WE,0,1.8,2226
FA2302050255,WE,0,1.8,2227
FA2302050256,WE,0,1.8,2228
FA2302050264,CNC,0,10.0,2229
FA2302050274,G,0,1.0,2230
FA2302220171,G,0,8.0,2231
FA2303100064,ES,0,3.0,2232
FA2303110070,ES,0,8.0,2233
FA2303110071,ES,0,8.0,2234
FA2303120069,EP,0,1.0,2235
FA2303130390,ES,0,28.0,2236
FA2301030053,GP,0,2.5,2237
FA2301310495,ES,0,2.0,2238
FA2302050079,G,0,1.5,2239
FA2302050080,G,0,1.5,2240
FA2302050088,ES,0,4.0,2241
FA2302050089,WE,0,6.0,2242
FA2302050095,M,0,0.5,2243
FA2302050096,ES,0,5.0,2244
FA2302050100,G,0,1.5,2245
FA2302050103,ES,0,8.0,2246
FA2302050104,CNC,0,4.5,2247
FA2302050115,CNC,0,4.0,2248
FA2302050116,CNC,0,6.0,2249
FA2302050124,EP,0,0.6,2250
FA2302050126,EP,0,0.5,2251
FA2302050128,WE,0,2.5,2252
FA2302050129,WE,0,2.5,2253
FA2302050130,WE,0,2.5,2254
FA2302050249,M,0,0.5,2255
FA2302050253,M,0,0.5,2256
FA2302050254,M,0,0.5,2257
FA2302050255,M,0,0.5,2258
FA2302050256,M,0,0.5,2259
FA2302180216,G,0,1.0,2260
FA2302180217,G,0,1.0,2261
FA2302190205,BD,0,2.0,2262
FA2302190206,BD,0,2.0,2263
FA2302220171,WE,0,15.0,2264
FA2303050022,GP,0,3.0,2265
FA2303120069,WE,0,10.0,2266
FA2303130390,M,0,2.0,2267
FA2301030053,CNC,0,8.0,2268
FA2302050079,ES,0,2.0,2269
FA2302050080,ES,0,2.0,2270
FA2302050089,ES,0,6.0,2271
FA2302050100,ES,0,3.0,2272
FA2302050104,ES,0,8.0,2273
FA2302050115,ES,0,7.0,2274
FA2302050116,ES,0,6.0,2275
FA2302050124,WE,0,6.0,2276
FA2302050126,WE,0,6.0,2277
FA2302050128,ES,0,8.0,2278
FA2302050129,ES,0,8.0,2279
FA2302050130,ES,0,5.0,2280
FA2302050215,CNC,0,10.0,2281
FA2302180216,ES,0,3.5,2282
FA2302180217,ES,0,3.5,2283
FA2302190205,GP,0,8.0,2284
FA2302190206,GP,0,8.0,2285
FA2302220171,M,0,0.5,2286
FA2303050022,G,0,2.5,2287
